,"('ten_it', 1, 'ten_creation_time')","('ten_it', 1, 'ten_edge_deletion_time')","('ten_it', 1, 'ten_pathfinding_time')","('ten_it', 1, 'ten_execution_time')","('ten_it', 2, 'ten_creation_time')","('ten_it', 2, 'ten_edge_deletion_time')","('ten_it', 2, 'ten_pathfinding_time')","('ten_it', 2, 'ten_execution_time')","('ten_it', 3, 'ten_creation_time')","('ten_it', 3, 'ten_edge_deletion_time')","('ten_it', 3, 'ten_pathfinding_time')","('ten_it', 3, 'ten_execution_time')","('ten_it', 4, 'ten_creation_time')","('ten_it', 4, 'ten_edge_deletion_time')","('ten_it', 4, 'ten_pathfinding_time')","('ten_it', 4, 'ten_execution_time')","('ten_it', 5, 'ten_creation_time')","('ten_it', 5, 'ten_edge_deletion_time')","('ten_it', 5, 'ten_pathfinding_time')","('ten_it', 5, 'ten_execution_time')","('ten_it', 6, 'ten_creation_time')","('ten_it', 6, 'ten_edge_deletion_time')","('ten_it', 6, 'ten_pathfinding_time')","('ten_it', 6, 'ten_execution_time')","('ten_it', 7, 'ten_creation_time')","('ten_it', 7, 'ten_edge_deletion_time')","('ten_it', 7, 'ten_pathfinding_time')","('ten_it', 7, 'ten_execution_time')","('mip_it', 1, 'mip_creation_time')","('mip_it', 1, 'mip_solving_time')","('mip_it', 1, 'mip_execution_time')","('mip_it', 2, 'mip_creation_time')","('mip_it', 2, 'mip_solving_time')","('mip_it', 2, 'mip_execution_time')","('mip_it', 3, 'mip_creation_time')","('mip_it', 3, 'mip_solving_time')","('mip_it', 3, 'mip_execution_time')","('mip_it', 4, 'mip_creation_time')","('mip_it', 4, 'mip_solving_time')","('mip_it', 4, 'mip_execution_time')","('mip_it', 5, 'mip_creation_time')","('mip_it', 5, 'mip_solving_time')","('mip_it', 5, 'mip_execution_time')","('mip_it', 6, 'mip_creation_time')","('mip_it', 6, 'mip_solving_time')","('mip_it', 6, 'mip_execution_time')","('mip_it', 7, 'mip_creation_time')","('mip_it', 7, 'mip_solving_time')","('mip_it', 7, 'mip_execution_time')","('mip_gl', 0, 'mip_creation_time')","('mip_gl', 0, 'mip_solving_time')","('mip_gl', 0, 'mip_execution_time')"
40b_7s_7et_7nt_207t_465,0.16,3.87,0.26,4.29,0.12,7.09,0.46,7.68,0.15,5.24,0.39,5.78,0.18,5.35,0.5,6.04,0.14,10.44,0.58,11.16,0.15,6.29,0.53,6.96,0.12,13.63,0.73,14.48,0.55,0.51,1.06,0.56,1.29,1.85,0.79,0.83,1.61,0.75,1.04,1.79,0.88,1.05,1.94,0.95,1.16,2.11,1.06,1.52,2.59,1.07,inf,301.11
